movieId,imdbId,tmdbId,imdbTTID
203364,17104,472502,tt0017104
203369,39834,106122,tt0039834
203429,42648,18262,tt0042648
203441,61842,48922,tt0061842
203445,88377,42088,tt0088377
203451,42313,62084,tt0042313
203481,67052,40821,tt0067052
203527,42869,23342,tt0042869
203529,49319,112211,tt0049319
203535,84460,194875,tt0084460
203545,92729,98997,tt0092729
203547,69987,42457,tt0069987
203573,97986,120133,tt0097986
203577,37537,273125,tt0037537
203583,93470,260803,tt0093470
203589,67935,100039,tt0067935
203597,36461,248478,tt0036461
203599,38786,86737,tt0038786
203601,32289,95053,tt0032289
203631,95472,49593,tt0095472
203647,58060,42785,tt0058060
203657,71498,49977,tt0071498
203663,13341,81443,tt0013341
203675,83520,151717,tt0083520
203681,89873,114413,tt0089873
203687,36999,119168,tt0036999
203707,97836,173999,tt0097836
203715,63748,121971,tt0063748
203727,70033,342947,tt0070033
203729,80689,170881,tt0080689
203737,44347,326180,tt0044347
203759,43559,235963,tt0043559
203761,44326,361929,tt0044326
203773,60220,129532,tt0060220
203775,58168,165356,tt0058168
203789,59172,107370,tt0059172
203811,43027,59165,tt0043027
203829,96117,38412,tt0096117
203837,58649,101651,tt0058649
203853,42333,38103,tt0042333
203857,39023,60743,tt0039023
203884,58056,4542,tt0058056
203892,75956,173595,tt0075956
203894,47803,113735,tt0047803
203960,41907,201885,tt0041907
203964,65223,126488,tt0065223
204012,97658,385905,tt0097658
204014,78873,46137,tt0078873
204016,65631,193532,tt0065631
204020,91686,132701,tt0091686
204022,75112,195560,tt0075112
204026,10962,55644,tt0010962
204028,11742,55646,tt0011742
204052,20025,191381,tt0020025
204060,46995,88679,tt0046995
204082,75133,129456,tt0075133
204086,57713,176673,tt0057713
204090,81770,270755,tt0081770
204102,68619,83096,tt0068619
204110,50574,100052,tt0050574
204114,57106,245787,tt0057106
204134,73508,324211,tt0073508
204150,18524,185329,tt0018524
204154,76820,84080,tt0076820
204160,47263,28560,tt0047263
204164,39986,61140,tt0039986
204178,23410,190405,tt0023410
204184,85258,533532,tt0085258
204190,60116,42715,tt0060116
204204,74722,59227,tt0074722
204210,76575,318545,tt0076575
204216,38643,26220,tt0038643
204232,37786,90814,tt0037786
204236,34244,116738,tt0034244
204238,41342,167603,tt0041342
204254,67716,54123,tt0067716
204256,39101,55600,tt0039101
204258,49957,303317,tt0049957
204274,41631,36461,tt0041631
204278,51500,172237,tt0051500
204284,91932,85145,tt0091932
204288,40671,51130,tt0040671
204296,73691,50237,tt0073691
204298,49932,242491,tt0049932
204316,22500,87306,tt0022500
204324,97358,163766,tt0097358
204326,74148,31126,tt0074148
204346,44414,122946,tt0044414
204358,37711,41033,tt0037711
204360,36057,114186,tt0036057
204370,58401,55943,tt0058401
204372,64755,12231,tt0064755
204374,69042,15498,tt0069042
204376,70474,15499,tt0070474
204380,76495,12711,tt0076495
204384,78026,12592,tt0078026
204386,71939,12269,tt0071939
204442,86160,126150,tt0086160
204466,86571,41452,tt0086571
204490,19838,174892,tt0019838
204520,41733,51146,tt0041733
204546,40604,31558,tt0040604
204554,47178,72242,tt0047178
204560,77192,212776,tt0077192
204594,57428,45230,tt0057428
204600,40779,51467,tt0040779
204616,84616,37863,tt0084616
204618,85489,123817,tt0085489
204632,96238,210964,tt0096238
204646,87677,52331,tt0087677
204658,21785,88213,tt0021785
204680,22145,162577,tt0022145
204722,75732,115036,tt0075732
204724,35850,120814,tt0035850
204736,52637,114599,tt0052637
204752,34173,49786,tt0034173
204764,29918,269353,tt0029918
204796,44088,60606,tt0044088
204798,35388,42061,tt0035388
204824,49443,141723,tt0049443
204846,57641,118863,tt0057641
204858,89358,109182,tt0089358
204864,50847,36521,tt0050847
204882,25642,267182,tt0025642
204892,58364,91288,tt0058364
204942,82323,107064,tt0082323
204946,93876,27737,tt0093876
204948,41822,15481,tt0041822
204970,71842,116595,tt0071842
205028,32802,148943,tt0032802
205034,60094,6026,tt0060094
205150,15921,184821,tt0015921
205152,41613,64620,tt0041613
205154,59731,243278,tt0059731
205164,79234,465878,tt0079234
205166,94975,58983,tt0094975
205168,96176,187361,tt0096176
205170,96302,123806,tt0096302
205172,98464,181471,tt0098464
205178,87829,51967,tt0087829
205180,89621,266067,tt0089621
205182,93790,258157,tt0093790
205184,94930,25762,tt0094930
205194,90092,270879,tt0090092
205196,24325,201477,tt0024325
205333,50842,117772,tt0050842
205359,77821,36414,tt0077821
205413,21054,48822,tt0021054
205435,26816,67152,tt0026816
205449,59892,163863,tt0059892
205453,85610,169714,tt0085610
205459,86290,97887,tt0086290
205485,51655,44071,tt0051655
205489,17949,39823,tt0017949
205491,17618,189854,tt0017618
205505,19328,39821,tt0019328
205507,57317,50190,tt0057317
205547,33698,100365,tt0033698
205557,27113,50912,tt0027113
205561,70091,61356,tt0070091
205577,47278,55380,tt0047278
205595,53578,175061,tt0053578
205599,96778,223478,tt0096778
205663,49685,188805,tt0049685
205741,84840,208632,tt0084840
205755,65235,61127,tt0065235
205777,67357,185942,tt0067357
205799,38045,292503,tt0038045
205845,83813,42125,tt0083813
205847,85535,390004,tt0085535
205849,74774,221711,tt0074774
205851,39442,133498,tt0039442
205855,40942,180010,tt0040942
205863,92247,244308,tt0092247
205867,73028,142965,tt0073028
205871,62515,149308,tt0062515
205899,75798,263816,tt0075798
205907,78421,162438,tt0078421
205917,15673,51892,tt0015673
205929,49588,281523,tt0049588
205931,65589,74587,tt0065589
205943,60297,280038,tt0060297
205963,59725,190358,tt0059725
205965,82397,331246,tt0082397
205967,80717,71518,tt0080717
205969,95077,42376,tt0095077
205990,42235,58513,tt0042235
206012,43527,66851,tt0043527
206014,44841,54200,tt0044841
206016,58486,18949,tt0058486
206020,71247,115497,tt0071247
206028,56075,234523,tt0056075
206044,12320,162749,tt0012320
206046,19881,190370,tt0019881
206050,24461,145769,tt0024461
206052,34528,236651,tt0034528
206054,34487,236645,tt0034487
206056,83203,43428,tt0083203
206062,93772,218461,tt0093772
206077,57218,162616,tt0057218
206083,68652,104569,tt0068652
206184,78868,49139,tt0078868
206206,52735,78078,tt0052735
206242,79617,144332,tt0079617
206250,98330,76476,tt0098330
206339,86560,56158,tt0086560
206341,96220,149904,tt0096220
206347,38782,38279,tt0038782
206359,45887,175073,tt0045887
206369,19629,403838,tt0019629
206453,58858,203684,tt0058858
206487,70404,105865,tt0070404
206491,49288,6590,tt0049288
206535,68725,108831,tt0068725
206678,44167,27185,tt0044167
206696,47594,271833,tt0047594
206723,63709,95959,tt0063709
206743,78870,69567,tt0078870
206791,37634,110473,tt0037634
206807,38129,29468,tt0038129
206839,95189,87341,tt0095189
206851,99622,222338,tt0099622
206861,75375,77683,tt0075375
206955,80662,39555,tt0080662
206969,80468,38699,tt0080468
207029,91633,126197,tt0091633
207033,12620,105715,tt0012620
207061,87774,60066,tt0087774
207071,40578,104849,tt0040578
207079,69122,576934,tt0069122
207145,88263,92060,tt0088263
207155,18087,125693,tt0018087
207169,40682,63151,tt0040682
207181,73047,184999,tt0073047
207195,86096,119925,tt0086096
207223,61720,154266,tt0061720
207339,64789,28287,tt0064789
207419,41892,150500,tt0041892
207431,82317,203158,tt0082317
207433,74365,86571,tt0074365
207443,73066,147212,tt0073066
207445,21027,315731,tt0021027
207465,57991,66078,tt0057991
207598,77924,42208,tt0077924
207630,67773,4679,tt0067773
207650,38731,38763,tt0038731
207658,77175,78376,tt0077175
207666,67620,77368,tt0067620
207688,22462,49836,tt0022462
207814,65168,22480,tt0065168
207906,26000,115771,tt0026000
207912,57848,112922,tt0057848
208024,68648,252942,tt0068648
208062,77174,55300,tt0077174
208064,77254,166201,tt0077254
208100,58489,152839,tt0058489
208148,67663,146307,tt0067663
208162,59559,220573,tt0059559
208187,98088,196904,tt0098088
208221,38470,29469,tt0038470
208229,64661,235109,tt0064661
208235,66860,141484,tt0066860
208413,19688,48649,tt0019688
208415,17438,27519,tt0017438
208417,90299,96465,tt0090299
208423,73762,106730,tt0073762
208503,51704,37330,tt0051704
208573,38401,225549,tt0038401
208575,97473,51910,tt0097473
208609,70458,68133,tt0070458
208623,89287,278953,tt0089287
208681,87416,112659,tt0087416
208691,26206,297048,tt0026206
208695,63769,355659,tt0063769
208697,59813,433396,tt0059813
208699,61097,433398,tt0061097
208733,39076,122027,tt0039076
208763,98693,352556,tt0098693
208783,70312,27393,tt0070312
208819,53276,257553,tt0053276
208837,99814,147741,tt0099814
208861,97966,209835,tt0097966
208869,89301,290766,tt0089301
208909,96194,70817,tt0096194
208933,51536,125686,tt0051536
209135,93295,53028,tt0093295
209137,64853,148249,tt0064853
209139,45089,71030,tt0045089
209141,74325,349082,tt0074325
209147,56567,176524,tt0056567
209171,55323,79513,tt0055323
1,114709,862,tt0114709
2,113497,8844,tt0113497
3,113228,15602,tt0113228
4,114885,31357,tt0114885
5,113041,11862,tt0113041
6,113277,949,tt0113277
7,114319,11860,tt0114319
8,112302,45325,tt0112302
9,114576,9091,tt0114576
10,113189,710,tt0113189
11,112346,9087,tt0112346
12,112896,12110,tt0112896
13,112453,21032,tt0112453
14,113987,10858,tt0113987
15,112760,1408,tt0112760
16,112641,524,tt0112641
17,114388,4584,tt0114388
18,113101,5,tt0113101
19,112281,9273,tt0112281
20,113845,11517,tt0113845
21,113161,8012,tt0113161
22,112722,1710,tt0112722
23,112401,9691,tt0112401
24,114168,12665,tt0114168
25,113627,451,tt0113627
26,114057,16420,tt0114057
27,114011,9263,tt0114011
28,114117,17015,tt0114117
29,112682,902,tt0112682
30,115012,37557,tt0115012
31,112792,9909,tt0112792
32,114746,63,tt0114746
33,114952,78802,tt0114952
34,112431,9598,tt0112431
35,112637,47018,tt0112637
36,112818,687,tt0112818
37,112286,139405,tt0112286
38,113442,33689,tt0113442
39,112697,9603,tt0112697
40,112749,34615,tt0112749
41,114279,31174,tt0114279
42,112819,11443,tt0112819
43,114272,35196,tt0114272
44,113855,9312,tt0113855
45,114681,577,tt0114681
46,113347,11861,tt0113347
47,114369,807,tt0114369
48,114148,10530,tt0114148
49,114916,8391,tt0114916
50,114814,629,tt0114814
51,109950,117164,tt0109950
52,113819,11448,tt0113819
53,110299,49133,tt0110299
54,112499,26441,tt0112499
55,113158,97406,tt0113158
56,113541,124057,tt0113541
57,113321,9089,tt0113321
58,110877,11010,tt0110877
59,112714,99040,tt0112714
60,113419,11359,tt0113419
61,116260,17182,tt0116260
62,113862,2054,tt0113862
63,116126,10607,tt0116126
64,118002,19760,tt0118002
65,115683,9536,tt0115683
66,116839,11525,tt0116839
67,114753,40628,tt0114753
68,113149,4482,tt0113149
69,113118,10634,tt0113118
70,116367,755,tt0116367
71,113010,11859,tt0113010
72,113537,28387,tt0113537
73,113828,48750,tt0113828
74,115644,20927,tt0115644
75,115676,36929,tt0115676
76,114367,9102,tt0114367
77,113973,124626,tt0113973
78,112744,27526,tt0112744
79,116731,9623,tt0116731
80,112445,46785,tt0112445
81,114660,400,tt0114660
82,112379,880,tt0112379
83,114039,146599,tt0114039
84,113612,188588,tt0113612
85,112365,8447,tt0112365
86,118158,10534,tt0118158
87,116151,17414,tt0116151
88,115697,13997,tt0115697
89,113972,2086,tt0113972
90,113490,61548,tt0113490
92,117002,9095,tt0117002
93,114825,12158,tt0114825
94,115639,9283,tt0115639
95,115759,9208,tt0115759
96,113403,40154,tt0113403
97,113247,406,tt0113247
98,111173,45549,tt0111173
99,113283,63076,tt0113283
100,115907,11062,tt0115907
101,115734,13685,tt0115734
102,117102,47475,tt0117102
103,118040,2045,tt0118040
104,116483,9614,tt0116483
105,112579,688,tt0112579
106,110251,11907,tt0110251
107,117110,10874,tt0117110
108,112646,89333,tt0112646
109,113276,96357,tt0113276
110,112573,197,tt0112573
112,113326,33542,tt0113326
113,115645,43566,tt0115645
114,113774,71754,tt0113774
115,112556,43612,tt0112556
116,112373,51352,tt0112373
117,115033,16934,tt0115033
118,116606,10324,tt0116606
119,114536,78406,tt0114536
120,117427,55731,tt0117427
121,106473,32119,tt0106473
122,103859,11066,tt0103859
123,109424,11104,tt0109424
124,114808,37975,tt0114808
125,116324,2074,tt0116324
126,110647,27793,tt0110647
127,111055,44284,tt0111055
128,110217,290157,tt0110217
129,114131,110972,tt0114131
130,112364,32622,tt0112364
131,113107,73067,tt0113107
132,113451,11863,tt0113451
133,114015,55475,tt0114015
134,114500,124636,tt0114500
135,116130,9101,tt0116130
136,113125,123360,tt0113125
137,113756,5757,tt0113756
138,113952,39428,tt0113952
139,114618,124639,tt0114618
140,118055,9302,tt0118055
141,115685,11000,tt0115685
143,113200,249882,tt0113200
144,112585,16388,tt0112585
145,112442,9737,tt0112442
146,112342,30765,tt0112342
147,112461,10474,tt0112461
148,112427,22279,tt0112427
149,109093,30157,tt0109093
150,112384,568,tt0112384
151,114287,11780,tt0114287
152,112288,34996,tt0112288
153,112462,414,tt0112462
155,112495,1873,tt0112495
156,112541,5894,tt0112541
157,109370,1775,tt0109370
158,112642,8839,tt0112642
159,112688,20649,tt0112688
160,112715,10329,tt0112715
161,112740,8963,tt0112740
162,109508,26564,tt0109508
163,112851,8068,tt0112851
164,112857,8512,tt0112857
165,112864,1572,tt0112864
166,112887,13552,tt0112887
167,113044,259209,tt0113044
168,113071,6520,tt0113071
169,113114,9073,tt0113114
170,113243,10428,tt0113243
171,113464,17447,tt0113464
172,113481,9886,tt0113481
173,113492,9482,tt0113492
174,113500,19326,tt0113500
175,113540,9344,tt0113540
176,113677,9071,tt0113677
177,113690,8973,tt0113690
178,107447,15730,tt0107447
179,113729,47608,tt0113729
180,113749,2293,tt0113749
181,113820,9070,tt0113820
182,113851,68274,tt0113851
183,110604,48787,tt0110604
184,110620,34574,tt0110620
185,113957,1642,tt0113957
186,113986,11472,tt0113986
187,114095,36196,tt0114095
188,114194,11980,tt0114194
189,114241,58372,tt0114241
190,114323,32646,tt0114323
191,114345,10533,tt0114345
192,114435,56088,tt0114435
193,114436,10802,tt0114436
194,114478,10149,tt0114478
195,114496,18402,tt0114496
196,114508,9348,tt0114508
197,114534,139408,tt0114534
198,114558,281,tt0114558
200,114666,79593,tt0114666
201,114663,47939,tt0114663
202,114702,36834,tt0114702
203,114682,9090,tt0114682
204,114781,3512,tt0114781
205,114798,52856,tt0114798
206,114805,77350,tt0114805
207,114887,9560,tt0114887
208,114898,9804,tt0114898
209,114928,31611,tt0114928
210,114938,65796,tt0114938
211,109340,49805,tt0109340
212,112602,26258,tt0112602
213,111579,50797,tt0111579
214,110882,19155,tt0110882
215,112471,76,tt0112471
216,112508,11017,tt0112508
217,112438,37141,tt0112438
218,112571,9382,tt0112571
219,112757,6715,tt0112757
220,112643,18256,tt0112643
222,112679,22625,tt0112679
223,109445,2292,tt0109445
224,112883,1909,tt0112883
225,109635,8984,tt0109635
226,112899,61813,tt0112899
227,109676,4954,tt0109676
228,112854,62488,tt0112854
229,109579,10531,tt0109579
230,109642,11929,tt0109642
231,109686,8467,tt0109686
232,111797,10451,tt0111797
233,109759,20156,tt0109759
234,109758,18395,tt0109758
235,109707,522,tt0109707
236,113117,397,tt0113117
237,113097,10525,tt0113097
238,113028,27985,tt0113028
239,113198,15789,tt0113198
240,113303,27303,tt0113303
241,113089,21183,tt0113089
242,109771,10954,tt0109771
243,113199,47867,tt0113199
244,113234,43475,tt0113234
245,109906,72031,tt0109906
246,110057,14275,tt0110057
247,110005,1024,tt0110005
248,110066,17207,tt0110066
249,110116,13701,tt0110116
250,110006,14819,tt0110006
251,113360,32631,tt0113360
252,110099,11777,tt0110099
253,110148,628,tt0110148
254,113463,87729,tt0113463
255,110189,18713,tt0110189
256,110216,6280,tt0110216
257,113501,9061,tt0113501
258,113538,37108,tt0113538
259,113552,6071,tt0113552
261,110367,9587,tt0110367
262,113670,19101,tt0113670
263,110296,49980,tt0110296
264,109731,17961,tt0109731
265,103994,18183,tt0103994
266,110322,4476,tt0110322
267,110443,11008,tt0110443
268,110365,47504,tt0110365
269,107566,32325,tt0107566
270,110391,43742,tt0110391
271,113691,28313,tt0113691
272,110428,11318,tt0110428
273,109836,3036,tt0109836
274,113755,40490,tt0113755
275,110538,24070,tt0110538
276,110516,8986,tt0110516
277,110527,10510,tt0110527
278,113808,17402,tt0113808
279,113896,38722,tt0113896
280,113870,8438,tt0113870
281,110684,11593,tt0110684
282,110638,1945,tt0110638
283,113967,39310,tt0113967
284,117169,109560,tt0117169
285,106402,56428,tt0106402
286,113948,63105,tt0113948
287,110671,131957,tt0110671
288,110632,241,tt0110632
289,110737,9058,tt0110737
290,110729,527,tt0110729
292,114069,6950,tt0114069
293,110413,101,tt0110413
294,114113,63020,tt0114113
295,114210,2307,tt0114210
296,110912,680,tt0110912
297,114084,41478,tt0114084
298,105652,25296,tt0105652
299,110889,40156,tt0110889
300,110932,11450,tt0110932
301,114129,30304,tt0114129
302,110963,10452,tt0110963
303,114214,12106,tt0114214
304,114296,161495,tt0114296
305,110907,3586,tt0110907
306,111495,110,tt0111495
307,108394,108,tt0108394
308,111507,109,tt0111507
309,110769,159185,tt0110769
310,114268,36357,tt0114268
311,110965,92769,tt0110965
312,114571,28033,tt0114571
313,111333,22586,tt0111333
314,111112,14334,tt0111112
315,111255,2636,tt0111255
316,111282,2164,tt0111282
317,111070,11395,tt0111070
318,111161,278,tt0111161
319,111149,9905,tt0111149
320,108260,87078,tt0108260
321,106966,12527,tt0106966
322,114594,20306,tt0114594
324,111309,36614,tt0111309
325,113936,27993,tt0113936
326,110081,31439,tt0110081
327,114614,9067,tt0114614
328,114608,9059,tt0114608
329,111280,193,tt0111280
330,114609,25066,tt0114609
331,111454,46797,tt0111454
332,114852,12122,tt0114852
333,114694,11381,tt0114694
334,111590,32636,tt0111590
335,114788,36141,tt0114788
336,114888,95963,tt0114888
337,108550,1587,tt0108550
338,114857,9271,tt0114857
339,114924,2064,tt0114924
340,111667,19855,tt0111667
341,109655,60855,tt0109655
342,110598,236,tt0110598
343,112435,48287,tt0112435
344,109040,3049,tt0109040
345,109045,2759,tt0109045
346,106339,12635,tt0106339
347,104779,10497,tt0104779
348,109348,11382,tt0109348
349,109444,9331,tt0109444
350,109446,10731,tt0109446
351,109484,10464,tt0109484
352,109504,34152,tt0109504
353,109506,9495,tt0109506
354,109450,29973,tt0109450
355,109813,888,tt0109813
356,109830,13,tt0109830
357,109831,712,tt0109831
358,113305,16295,tt0113305
359,110091,48992,tt0110091
360,110093,10879,tt0110093
361,110167,10660,tt0110167
362,110213,10714,tt0110213
363,107472,41647,tt0107472
364,110357,8587,tt0110357
365,107426,1689,tt0107426
366,111686,11596,tt0111686
367,110475,854,tt0110475
368,110478,9359,tt0110478
369,110588,23333,tt0110588
370,110622,36593,tt0110622
371,110771,12280,tt0110771
372,110950,2788,tt0110950
373,105226,10427,tt0105226
374,110989,11011,tt0110989
375,111054,49803,tt0111054
376,110997,8987,tt0110997
377,111257,1637,tt0111257
378,111256,15128,tt0111256
379,111438,8831,tt0111438
380,111503,36955,tt0111503
381,111693,10449,tt0111693
382,111742,10395,tt0111742
383,111756,12160,tt0111756
384,112443,40480,tt0112443
385,110455,52038,tt0110455
386,111048,29444,tt0111048
387,110399,26352,tt0110399
388,112570,39953,tt0112570
389,109454,41580,tt0109454
391,110186,22067,tt0110186
392,108069,18242,tt0108069
393,111301,11667,tt0111301
394,112702,32502,tt0112702
395,112849,267188,tt0112849
396,113014,28732,tt0113014
397,113043,75555,tt0113043
398,113104,42981,tt0113104
399,113173,278939,tt0113173
400,113319,291731,tt0113319
401,113827,226229,tt0113827
402,114047,203119,tt0114047
403,112889,172923,tt0112889
404,109339,316098,tt0109339
405,110027,8011,tt0110027
406,109785,171857,tt0109785
407,113409,2654,tt0113409
408,109021,18069,tt0109021
409,109035,19092,tt0109035
410,106220,2758,tt0106220
411,111804,38129,tt0111804
412,106226,10436,tt0106226
413,109068,13595,tt0109068
414,109067,46094,tt0109067
415,106292,9409,tt0106292
416,109198,11853,tt0109198
417,109219,16771,tt0109219
418,106379,46924,tt0106379
419,106400,11041,tt0106400
420,109254,306,tt0109254
421,109279,14522,tt0109279
422,109297,26203,tt0109297
423,109303,178,tt0109303
424,109305,19819,tt0109305
425,109306,57834,tt0109306
426,106452,4722,tt0106452
427,106471,18215,tt0106471
428,106489,1607,tt0106489
429,109361,26391,tt0109361
430,106505,117553,tt0106505
431,106519,6075,tt0106519
432,109439,11310,tt0109439
433,109443,18658,tt0109443
434,106582,9350,tt0106582
435,106598,9612,tt0106598
436,109456,2124,tt0109456
437,109480,26261,tt0109480
438,109493,19176,tt0109493
439,106660,49299,tt0106660
440,106673,11566,tt0106673
441,106677,9571,tt0106677
442,106697,9739,tt0106697
443,109729,24257,tt0109729
444,106834,34444,tt0106834
445,106873,26141,tt0106873
446,106332,10997,tt0106332
447,109783,50463,tt0109783
448,106881,10443,tt0106881
449,106880,20239,tt0106880
450,111732,16297,tt0111732
451,106926,18551,tt0106926
452,111712,25440,tt0111712
453,106941,9024,tt0106941
454,106918,37233,tt0106918
455,106965,1634,tt0106965
456,109842,13815,tt0109842
457,106977,5503,tt0106977
458,107004,35588,tt0107004
459,109890,2087,tt0109890
460,109891,41579,tt0109891
461,109913,18620,tt0109913
462,109920,41006,tt0109920
463,107057,4916,tt0107057
464,107076,2019,tt0107076
465,107096,31642,tt0107096
466,107144,9255,tt0107144
467,113674,26271,tt0113674
468,112966,10612,tt0112966
469,107151,2259,tt0107151
470,110064,16097,tt0110064
471,110074,11934,tt0110074
472,110097,106143,tt0110097
473,110123,12475,tt0110123
474,107206,9386,tt0107206
475,107207,7984,tt0107207
476,110137,59930,tt0110137
477,108551,15765,tt0108551
478,110197,31643,tt0110197
479,107286,6,tt0107286
480,107290,329,tt0107290
481,107302,10909,tt0107302
482,110265,507,tt0110265
483,107322,34024,tt0107322
484,110305,29918,tt0110305
485,107362,9593,tt0107362
486,107413,42580,tt0107413
487,110353,22317,tt0110353
488,107468,1413,tt0107468
489,107478,12121,tt0107478
490,107497,2246,tt0107497
491,107501,10502,tt0107501
492,107507,10440,tt0107507
493,107554,9516,tt0107554
494,116253,2320,tt0116253
496,111689,83718,tt0111689
497,107616,11971,tt0107616
498,107611,2625,tt0107611
499,107613,31911,tt0107613
500,107614,788,tt0107614
501,107653,21450,tt0107653
502,110657,11231,tt0110657
503,110649,41588,tt0110649
504,110678,10447,tt0110678
505,110687,31586,tt0110687
506,107756,9300,tt0107756
507,107808,9559,tt0107808
508,107818,9800,tt0107818
509,107822,713,tt0107822
510,107840,8291,tt0107840
511,107889,18133,tt0107889
512,111003,25557,tt0111003
513,110939,22588,tt0110939
514,110955,10872,tt0110955
515,107943,1245,tt0107943
516,110971,11858,tt0110971
517,107969,7007,tt0107969
518,111001,10467,tt0111001
519,107978,5550,tt0107978
520,107977,8005,tt0107977
521,107983,2088,tt0107983
522,105275,10412,tt0105275
523,108000,47889,tt0108000
524,108002,14534,tt0108002
525,108026,56583,tt0108026
526,105032,41878,tt0105032
527,108052,424,tt0108052
528,111094,35233,tt0111094
529,108065,14291,tt0108065
530,111102,103413,tt0111102
531,108071,11236,tt0108071
532,111127,11592,tt0111127
533,111143,8850,tt0111143
534,108101,10445,tt0108101
535,108122,695,tt0108122
536,111194,43535,tt0111194
537,111201,12519,tt0111201
538,108149,23210,tt0108149
539,108160,858,tt0108160
540,108162,867,tt0108162
542,108186,13203,tt0108186
543,108174,10442,tt0108174
544,108238,11074,tt0108238
546,108255,9607,tt0108255
547,111323,17585,tt0111323
548,111400,9057,tt0111400
549,108328,20967,tt0108328
550,111418,10635,tt0111418
551,107688,9479,tt0107688
552,108333,10057,tt0108333
553,108358,11969,tt0108358
554,111488,41590,tt0111488
555,108399,319,tt0108399
556,108515,26408,tt0108515
558,110763,15139,tt0110763
559,107779,161158,tt0107779
560,109226,218473,tt0109226
561,110259,85247,tt0110259
562,114906,11446,tt0114906
563,107002,51980,tt0107002
564,109403,24405,tt0109403
565,104029,11655,tt0104029
566,110623,11800,tt0110623
567,107315,8223,tt0107315
568,106408,14587,tt0106408
569,110363,31504,tt0110363
570,107349,41653,tt0107349
571,111709,53185,tt0111709
572,109828,95743,tt0109828
573,107225,23637,tt0107225
574,111252,17600,tt0111252
575,110366,10897,tt0110366
576,106878,349394,tt0106878
577,109120,21352,tt0109120
579,108059,68806,tt0108059
580,110892,37345,tt0110892
581,112651,32562,tt0112651
582,107642,47507,tt0107642
583,109382,25403,tt0109382
584,106678,124304,tt0106678
585,112572,9066,tt0112572
588,103639,812,tt0103639
589,103064,280,tt0103064
591,114706,80350,tt0114706
593,102926,274,tt0102926
595,101414,10020,tt0101414
597,100405,114,tt0100405
598,110719,41043,tt0110719
600,110395,15477,tt0110395
601,111752,59146,tt0111752
602,109934,124472,tt0109934
603,112606,30528,tt0112606
604,115978,538286,tt0115978
605,117247,7300,tt0117247
606,112625,10824,tt0112625
607,106537,261246,tt0106537
608,116282,275,tt0116282
609,116552,25059,tt0116552
611,116514,8766,tt0116514
612,117283,23570,tt0117283
613,116684,47333,tt0116684
614,110374,54850,tt0110374
617,113083,4307,tt0113083
618,118001,46029,tt0118001
619,116165,32308,tt0116165
620,102855,88893,tt0102855
621,107471,52873,tt0107471
623,113839,123505,tt0113839
626,117891,28121,tt0117891
627,113613,12520,tt0113613
628,117381,1592,tt0117381
629,114305,166901,tt0114305
630,115837,36447,tt0115837
631,115509,19042,tt0115509
632,114671,38884,tt0114671
633,112844,47449,tt0112844
634,114658,36259,tt0114658
635,116275,41852,tt0116275
636,113122,40926,tt0113122
637,117608,9099,tt0117608
638,113448,2021,tt0113448
639,116414,61752,tt0116414
640,116095,10988,tt0116095
641,111543,11479,tt0111543
642,117517,398959,tt0117517
643,117312,287305,tt0117312
644,116485,339428,tt0116485
645,113947,12652,tt0113947
647,115956,10684,tt0115956
648,117060,954,tt0117060
649,109028,68445,tt0109028
650,117071,18989,tt0117071
651,117788,10801,tt0117788
652,112257,54285,tt0112257
653,116136,8840,tt0116136
654,118026,278978,tt0118026
655,117117,124625,tt0117117
656,116168,11107,tt0116168
657,111787,16417,tt0111787
658,112509,70934,tt0112509
660,115591,161070,tt0115591
661,116683,10539,tt0116683
662,116287,10543,tt0116287
663,116768,18414,tt0116768
664,116269,47502,tt0116269
665,114787,11902,tt0114787
666,113720,27098,tt0113720
667,112536,25087,tt0112536
671,117128,3065,tt0117128
672,114616,318177,tt0114616
673,117705,2300,tt0117705
675,110061,288173,tt0110061
676,140614,187851,tt0140614
678,108181,27768,tt0108181
679,114307,221917,tt0114307
682,111430,88030,tt0111430
683,107727,185191,tt0107727
685,113443,33245,tt0113443
687,109491,124460,tt0109491
688,114048,27281,tt0114048
690,111613,105045,tt0111613
691,117104,40001,tt0117104
692,117688,29621,tt0117688
693,109751,117730,tt0109751
694,117774,20762,tt0117774
695,114736,37144,tt0114736
696,112604,48260,tt0112604
697,116289,12656,tt0116289
698,109593,38867,tt0109593
699,103095,277270,tt0103095
700,112368,25969,tt0112368
701,104046,44103,tt0104046
703,115742,43634,tt0115742
704,117420,9103,tt0117420
705,115951,90214,tt0115951
706,117784,29649,tt0117784
707,117107,10990,tt0117107
708,117979,8866,tt0117979
710,115851,23449,tt0115851
711,116322,36355,tt0116322
712,109374,37667,tt0109374
713,110712,90148,tt0110712
714,112817,922,tt0112817
715,113362,11876,tt0113362
717,112546,62364,tt0112546
718,108500,11687,tt0108500
719,117108,9304,tt0117108
720,118114,503475,tt0118114
721,114103,,tt0114103
722,113270,73183,tt0113270
724,115963,9100,tt0115963
725,116448,20759,tt0116448
726,116827,46063,tt0116827
727,114894,365371,tt0114894
728,112701,32513,tt0112701
729,113429,40651,tt0113429
730,125877,,tt0125877
731,116508,36915,tt0116508
732,117260,40507,tt0117260
733,117500,9802,tt0117500
734,116405,25697,tt0116405
735,109592,21588,tt0109592
